sample_type,rand_id,landslide_id,x,y,pt_elev,area_m2,z_min,z_max,relief_m
random,4359,2715,414647.5050913198,2753937.941653982,366.0,835.8087833308352,366.0,379.0,13.0
random,4360,3982,418425.72770487034,2756334.096153405,415.0,11195.166986634438,352.0,444.0,92.0
random,4361,1622,405542.13780235493,2751658.717256566,203.0,721.1701814390254,201.0,208.0,7.0
random,4362,4379,414798.02333521907,2757237.712411664,233.0,3562.0784910866446,225.0,264.0,39.0
random,4363,5096,417380.03081176046,2758436.574459927,275.0,1014.826544862441,271.0,285.0,14.0
random,4364,4138,417647.3294950443,2756732.1122200987,400.0,40478.048259219264,371.0,600.0,229.0
random,4365,5101,428276.5259437642,2758466.8191397903,591.0,3284.5824482217527,583.0,623.0,40.0
random,4366,1,424433.20491964807,2742996.599960437,717.0,2318.59872363395,688.0,721.0,33.0
random,4367,959,411120.0130574511,2749556.840475756,328.0,2626.602710420541,296.0,334.0,38.0
random,4368,3648,411347.93091954116,2755750.64229402,267.0,1866.0041965483656,250.0,269.0,19.0
random,4369,5055,430615.52956095367,2758294.9068801226,644.0,6765.019310227968,582.0,665.0,83.0
random,4370,1638,408527.99294074485,2751560.964928765,203.0,20649.381734414874,176.0,239.0,63.0
random,4371,1533,407645.5518391646,2751142.7563086613,198.0,26678.33683220541,194.0,279.0,85.0
random,4372,1724,406424.6912747824,2751842.2418446997,276.0,3045.5700997079543,258.0,279.0,21.0
random,4373,4427,430823.84144516586,2757370.467672359,528.0,7225.32576904279,522.0,540.0,18.0
random,4374,1685,414166.4050489258,2751756.688242769,384.0,3821.3028730168976,359.0,393.0,34.0
random,4375,195,425146.9434140031,2746172.3077056613,538.0,605.9532585877217,534.0,538.0,4.0
random,4376,2276,405656.7213673001,2753055.303772132,261.0,24010.364017252734,227.0,277.0,50.0
random,4377,761,432884.8982561398,2748811.2001227415,442.0,3221.6717502346264,437.0,451.0,14.0
random,4378,5034,433194.10874660837,2758368.0008459943,541.0,337.57008059419167,526.0,531.0,5.0
random,4379,4076,421464.7739693906,2756602.382228965,270.0,53384.04210940403,267.0,362.0,95.0
random,4380,258,426635.0779375554,2746683.7379615926,558.0,1500.8228709470814,541.0,614.0,73.0
random,4381,2456,403518.08252368093,2753431.5143392766,217.0,3249.029950818953,209.0,225.0,16.0
random,4382,4951,413015.74295393506,2758210.4287366946,223.0,1474.0403525471218,217.0,252.0,35.0
random,4383,2483,405889.08513558365,2753532.269238806,286.0,581.2978626205418,286.0,297.0,11.0
random,4384,1969,403090.959130056,2752485.3967596586,207.0,3384.2782432624326,211.0,232.0,21.0
random,4385,1581,418553.75442700164,2751534.4026133767,478.0,1069.4961328499905,466.0,484.0,18.0
random,4386,5990,427146.78727370437,2760503.17859679,559.0,7361.449430985052,525.0,567.0,42.0
random,4387,5408,423679.0941113157,2758930.9960810826,434.0,2281.9488916567716,412.0,441.0,29.0
random,4388,3156,410341.98593240796,2754794.611733539,289.0,981.3528203746014,289.0,298.0,9.0
random,4389,3693,415512.17303324625,2755852.074864569,452.0,7637.6442932380805,413.0,540.0,127.0
random,4390,1128,423359.83625856653,2750133.3883313225,352.0,1524.1211453312387,350.0,354.0,4.0
random,4391,3332,407797.21238421235,2755073.217821225,235.0,13814.029297508192,187.0,272.0,85.0
random,4392,5763,429767.9292973016,2759744.455257785,578.0,3483.8326873787287,570.0,601.0,31.0
random,4393,3065,417389.2522520162,2754540.404821331,528.0,4598.472083283827,489.0,533.0,44.0
random,4394,493,423597.5112304762,2748000.8863012483,577.0,865.610607404653,565.0,577.0,12.0
random,4395,6109,422429.07863749505,2761089.483662772,358.0,3353.092066072502,356.0,362.0,6.0
random,4396,1903,405409.90341630596,2752368.814847312,276.0,7662.7201597572,258.0,299.0,41.0
random,4397,13,427990.6245059001,2743522.969612271,563.0,881.5135331963337,539.0,586.0,47.0
random,4398,5334,431486.1785882705,2758755.7147107082,564.0,3958.408124456965,540.0,564.0,24.0
random,4399,4165,437578.07616051607,2756838.2218700545,496.0,11285.383587490192,454.0,527.0,73.0
random,4400,5890,411573.0094021238,2760103.9478768036,313.0,10262.598066616594,300.0,334.0,34.0
random,4401,4046,420008.02891964593,2756704.9877614416,373.0,2113.1886669145842,364.0,391.0,27.0
random,4402,5480,431055.86058561783,2759050.414783434,556.0,5846.098960929469,555.0,594.0,39.0
random,4403,2197,419534.4072244378,2752992.77237994,389.0,2249.6050290844955,382.0,394.0,12.0
random,4404,4039,416864.3674604171,2756567.320584697,424.0,5881.0299248373585,387.0,495.0,108.0
random,4405,4129,411417.3362994683,2756852.467335065,257.0,1436.2438653431254,243.0,257.0,14.0
random,4406,2997,414240.3394601547,2754482.490948369,324.0,876.4247878136327,316.0,353.0,37.0
random,4407,5196,434546.287982595,2758582.9883361757,574.0,1136.0207366717586,567.0,574.0,7.0
random,4408,671,422367.9888406122,2748559.853051786,385.0,15854.315877533694,373.0,454.0,81.0
random,4409,1859,406111.3477897913,2752276.95107183,264.0,4496.822077275377,248.0,276.0,28.0
random,4410,4076,421553.18037908594,2756704.018958895,277.0,53384.04210940403,267.0,362.0,95.0
random,4411,4076,421610.15184608067,2756691.033351574,268.0,53384.04210940403,267.0,362.0,95.0
random,4412,5625,429936.25641804317,2759390.180772214,646.0,1592.652139398097,642.0,666.0,24.0
random,4413,1391,406590.0645082028,2750978.5694108894,278.0,5084.822540121349,256.0,298.0,42.0
random,4414,4782,424519.54039597115,2757951.821844034,466.0,1076.7982573236065,461.0,476.0,15.0
random,4415,6699,427946.7014334425,2769983.002112227,278.0,2980.41377726468,266.0,300.0,34.0
random,4416,1608,406612.07378529606,2751620.671302056,301.0,4667.281625303341,272.0,307.0,35.0
random,4417,1980,403261.8347065085,2752567.5643859063,212.0,5777.194073526828,196.0,219.0,23.0
random,4418,4164,415753.73192014603,2756835.9898814624,313.0,9652.551807965947,283.0,356.0,73.0
random,4419,4263,426271.43533592176,2757043.99854441,625.0,2877.550973657289,587.0,625.0,38.0
random,4420,3616,408649.98239470774,2755704.3173338417,323.0,5624.72692524146,264.0,323.0,59.0
random,4421,4117,410692.95452376624,2756837.5684689037,261.0,3101.823733495812,237.0,264.0,27.0
random,4422,2379,406056.3415758308,2753328.1381401247,265.0,1176.3330298774358,249.0,275.0,26.0
random,4423,5112,409520.1475770743,2758462.350248126,297.0,6956.783181407501,264.0,301.0,37.0
random,4424,5738,427734.8426732575,2759349.965705951,440.0,73328.69187946139,425.0,557.0,132.0
random,4425,2263,416706.20488282543,2753143.024467879,353.0,733.7189650840272,351.0,353.0,2.0
random,4426,6085,422302.8025297421,2760867.8739617295,450.0,11873.885280274844,367.0,476.0,109.0
random,4427,5749,429869.5240560092,2759724.9521716246,590.0,1067.4970508640931,583.0,594.0,11.0
random,4428,5825,415628.85878852184,2759951.195852848,237.0,1768.405464805804,232.0,243.0,11.0
random,4429,984,405776.38469487365,2749596.983603714,209.0,27231.711815152703,167.0,247.0,80.0
random,4430,4553,415841.2661245654,2757612.9828499057,291.0,2730.2545070009314,264.0,319.0,55.0
random,4431,5136,437236.1080283308,2758490.189733788,585.0,2573.243374516421,558.0,596.0,38.0
random,4432,4364,429221.4733561837,2757269.908906316,665.0,1205.844364930836,655.0,669.0,14.0
random,4433,2685,412183.5541751631,2753922.977301132,282.0,682.883876890039,277.0,305.0,28.0
random,4434,4059,421099.70361855894,2756619.1276982883,379.0,7146.920716664545,375.0,419.0,44.0
random,4435,1055,412261.5538760228,2749849.6392877456,303.0,981.7692448842271,288.0,300.0,12.0
random,4436,4985,410979.8727686721,2758288.4791443995,226.0,3532.756369189745,226.0,258.0,32.0
random,4437,2693,402256.7252459195,2753919.8942572777,283.0,6071.5748054011965,265.0,299.0,34.0
random,4438,3029,408220.69878902,2754504.5715675605,214.0,9246.838193058988,200.0,228.0,28.0
random,4439,5499,420225.32410843414,2758928.4399699327,276.0,16586.28071070063,271.0,379.0,108.0
random,4440,5254,431916.81639090355,2758642.1951627363,542.0,380.4041855814473,541.0,542.0,1.0
random,4441,1029,424498.8617175792,2749777.8531523095,475.0,3685.109460373673,454.0,495.0,41.0
random,4442,4496,418072.22059383267,2757568.304978393,258.0,1867.745128046009,254.0,261.0,7.0
random,4443,1262,407182.32437055174,2750559.3105210625,232.0,3553.045268894095,213.0,239.0,26.0
random,4444,58,427073.86057512544,2744436.348513717,434.0,1277.6333426210804,425.0,438.0,13.0
random,4445,5699,436634.67602362623,2759601.4053543066,538.0,4377.080973313702,538.0,592.0,54.0
random,4446,4331,418871.25999840326,2757090.3695533173,348.0,2356.985121893321,340.0,420.0,80.0
random,4447,4381,437204.2993822226,2757256.273061293,671.0,5046.7270523807365,665.0,715.0,50.0
random,4448,1633,432088.9847322257,2751661.0406574905,566.0,1903.987341240048,557.0,570.0,13.0
random,4449,4791,421759.97732159763,2757952.124993351,311.0,764.668651296531,306.0,329.0,23.0
random,4450,5662,426919.96768252563,2759445.6596736135,395.0,3637.319513004077,374.0,401.0,27.0
random,4451,2612,406938.5105045544,2753766.5897921035,235.0,4464.323342187069,224.0,264.0,40.0
random,4452,4731,411577.5516103671,2757866.47621865,306.0,5404.655684516384,275.0,332.0,57.0
random,4453,3784,405101.39042314765,2756059.9091879018,199.0,1844.1755800150008,196.0,203.0,7.0
random,4454,1328,428864.24073223793,2750650.7803113675,781.0,2999.571700189043,773.0,885.0,112.0
random,4455,1589,406353.89081100636,2751515.7603496755,294.0,16443.752162873854,250.0,319.0,69.0
random,4456,2926,414331.7952561508,2754334.6726331376,363.0,2720.2463293005144,306.0,363.0,57.0
random,4457,1932,419314.3178149969,2752463.1245825817,371.0,1001.0237744653467,370.0,374.0,4.0
random,4458,2999,408382.85720964684,2754372.357057065,255.0,14970.353531859035,217.0,262.0,45.0
random,4459,4162,411610.0941617591,2756902.4524901053,229.0,593.2510847324311,226.0,233.0,7.0
random,4460,604,424526.9405308382,2748459.117914816,614.0,3433.352706481985,600.0,624.0,24.0
random,4461,5073,434879.2949697656,2758411.7290390166,506.0,539.8613236788127,506.0,509.0,3.0
random,4462,4485,415833.45707812405,2757543.4165773964,285.0,958.0065673450481,268.0,289.0,21.0
random,4463,2518,402350.31577863614,2753517.747448586,240.0,8323.788560225108,236.0,266.0,30.0
random,4464,2073,404622.9803351894,2752762.527001836,235.0,4723.098583760127,228.0,238.0,10.0
random,4465,1358,408154.1826522048,2750897.091418871,220.0,1283.7567316702819,220.0,233.0,13.0
random,4466,1306,431956.7420758433,2750717.893599756,440.0,471.15615918583893,440.0,446.0,6.0
random,4467,4236,427883.63443342864,2756985.27425077,632.0,2743.4409332481746,627.0,638.0,11.0
random,4468,1575,405902.2634509428,2751533.0949253137,216.0,459.14288245187146,218.0,224.0,6.0
random,4469,3189,409899.2107664246,2754833.3764396696,253.0,826.5292068330923,239.0,255.0,16.0
random,4470,1617,412362.8403359586,2751614.183334308,347.0,2117.0834565320865,334.0,369.0,35.0
random,4471,3615,421690.9449292428,2755643.827193965,352.0,2667.0624744396487,352.0,398.0,46.0
random,4472,2858,409531.8249345564,2754197.9790499834,281.0,1778.8388980347822,277.0,292.0,15.0
random,4473,4039,416849.03618707997,2756612.0670623467,428.0,5881.0299248373585,387.0,495.0,108.0
random,4474,642,413718.34623321565,2748587.0618702583,534.0,1624.928017868181,526.0,555.0,29.0
random,4475,5626,416805.46085649333,2759410.646864519,225.0,1503.3506199037024,225.0,234.0,9.0
random,4476,6720,426930.33804976253,2778556.159879137,332.0,6613.359246733619,308.0,340.0,32.0
random,4477,3838,430450.23420829914,2756217.7467744397,515.0,1775.8493858933534,510.0,538.0,28.0
random,4478,2620,409365.06220246217,2753772.898078056,200.0,3085.2490321631713,195.0,235.0,40.0
random,4479,5924,421819.0690494757,2760262.537285194,421.0,493.11728476057783,407.0,423.0,16.0
random,4480,3546,426841.4161028037,2755576.0323091806,494.0,7681.071357943568,407.0,517.0,110.0
random,4481,3029,408195.07236044534,2754503.7343904814,225.0,9246.838193058988,200.0,228.0,28.0
random,4482,4521,409688.68878987094,2757606.4052968738,280.0,727.0681954158789,279.0,281.0,2.0
random,4483,4748,428960.8348271101,2757838.1310642604,731.0,2474.046502855911,716.0,738.0,22.0
random,4484,4304,411880.2661808157,2757164.383147729,208.0,3397.7594883651127,208.0,245.0,37.0
random,4485,5478,434931.78164460114,2759067.8261892865,553.0,806.9925370029817,544.0,560.0,16.0
random,4486,5320,420928.2122801369,2758785.8794342885,408.0,663.82638320195,404.0,409.0,5.0
random,4487,6078,428859.61427694355,2760873.332193754,547.0,1222.7999340621982,541.0,556.0,15.0
random,4488,3506,409360.6132812011,2755517.9684181665,239.0,1324.9884850259239,237.0,252.0,15.0
random,4489,4373,433799.31264293013,2757299.447651925,507.0,9593.299398490943,498.0,565.0,67.0
random,4490,5223,431872.1616699948,2758608.0900775227,517.0,1001.3965126390761,511.0,530.0,19.0
random,4491,446,433419.41750964377,2747721.1311659766,410.0,2151.031047854314,388.0,422.0,34.0
random,4492,984,405744.9606974879,2749471.4789956836,195.0,27231.711815152703,167.0,247.0,80.0
random,4493,2934,403620.5470879186,2754358.9439279954,297.0,386.15889176448985,296.0,297.0,1.0
random,4494,872,412907.4918132274,2749261.188606568,338.0,4616.068506103139,335.0,365.0,30.0
random,4495,3574,418778.68213156704,2755630.080942172,531.0,1899.9959669758553,505.0,543.0,38.0
random,4496,1476,407810.8428110353,2751242.0280633993,246.0,4531.007975334741,227.0,251.0,24.0
random,4497,766,423413.531039353,2748898.4688102687,518.0,2623.906333886941,496.0,532.0,36.0
random,4498,1142,406772.1712345611,2750203.389341907,196.0,1168.121054062237,189.0,207.0,18.0
random,4499,1495,430843.793100118,2751260.395789151,457.0,2626.4871779459277,454.0,465.0,11.0
random,4500,4892,415062.18238205113,2758115.016593078,233.0,5323.757874349789,221.0,262.0,41.0
random,4501,788,424879.59021022724,2748935.4122910853,675.0,3355.971227557888,662.0,730.0,68.0
random,4502,5738,427688.2733457951,2759391.755205869,437.0,73328.69187946139,425.0,557.0,132.0
random,4503,2663,403904.649246476,2753863.6350172893,266.0,3526.266500699931,243.0,281.0,38.0
random,4504,1442,406442.78405238636,2751166.3934921194,260.0,1981.9054456734825,256.0,287.0,31.0
random,4505,2740,407836.4280786022,2753994.3645719686,229.0,1961.800408856377,224.0,247.0,23.0
random,4506,2844,408122.4462199185,2754205.525033119,239.0,179.35832625542895,239.0,239.0,0.0
random,4507,958,431192.0751249991,2749567.236770404,396.0,1478.9258845883926,396.0,429.0,33.0
random,4508,3186,414310.29017914843,2754775.15238324,325.0,5526.305610564665,274.0,357.0,83.0
random,4509,5436,435795.94130962854,2758865.4792042794,517.0,13110.122028175918,498.0,541.0,43.0
random,4510,489,430701.6225718738,2747960.1545637767,468.0,863.5568181523591,457.0,468.0,11.0
random,4511,1902,403324.23270962806,2752408.7092561563,206.0,482.76535559074904,205.0,206.0,1.0
random,4512,1980,403264.5591718625,2752541.292881574,204.0,5777.194073526828,196.0,219.0,23.0
random,4513,1859,406148.2431085273,2752262.4249780616,261.0,4496.822077275377,248.0,276.0,28.0
random,4514,1774,411196.9220514616,2751939.5899121095,368.0,3562.792818877587,352.0,393.0,41.0
random,4515,3901,412867.1750928833,2756329.6593308873,336.0,2579.5690543346736,274.0,347.0,73.0
random,4516,2003,404772.2256608243,2752642.8849991895,252.0,4874.811404716096,231.0,265.0,34.0
random,4517,5053,416791.8263957517,2758387.586604305,290.0,720.1551280852116,290.0,297.0,7.0
random,4518,3751,410304.15117238875,2756052.390963394,210.0,310.910033979634,204.0,210.0,6.0
random,4519,942,406406.4477670784,2749481.9976648665,188.0,5629.633563581948,180.0,220.0,40.0
random,4520,3490,413679.53370348987,2755344.220253598,344.0,5312.280532825038,305.0,348.0,43.0
random,4521,6209,422942.092779577,2763354.8481795248,472.0,2951.93675735728,459.0,495.0,36.0
random,4522,4381,437140.56487047015,2757260.0045611947,714.0,5046.7270523807365,665.0,715.0,50.0
random,4523,1671,405988.42697779945,2751645.5725098294,246.0,23201.85712500354,225.0,277.0,52.0
random,4524,942,406450.5289842131,2749507.552000947,201.0,5629.633563581948,180.0,220.0,40.0
random,4525,1963,405015.1987084074,2752567.2425122596,231.0,3405.2184351608867,229.0,244.0,15.0
random,4526,1183,411501.35570431966,2750365.063837054,431.0,881.2686440271796,420.0,451.0,31.0
random,4527,1840,404542.0187345642,2752225.1785853044,268.0,1062.6013274625202,264.0,274.0,10.0
random,4528,3653,404318.8628664872,2755743.868239311,233.0,2746.5268912611327,226.0,242.0,16.0
random,4529,5344,433658.7789546431,2758818.2744693197,597.0,7448.480340747812,564.0,627.0,63.0
random,4530,6004,425137.26437703293,2760514.6869400097,480.0,2495.4714551070415,457.0,509.0,52.0
random,4531,2201,404026.5506023243,2753001.9427751466,243.0,2924.924372220797,239.0,250.0,11.0
random,4532,5145,417166.3883122375,2758481.669450212,284.0,1876.759498476674,275.0,304.0,29.0
random,4533,6021,426553.56364788685,2760580.0706581324,466.0,16545.47255464186,404.0,522.0,118.0
random,4534,3854,430235.71417604794,2756281.2031792332,531.0,2440.879386140585,522.0,537.0,15.0
random,4535,5413,423433.87634107977,2758915.32213156,349.0,4610.637601866886,333.0,378.0,45.0
random,4536,1187,406728.95250539965,2750371.867116502,232.0,6904.114922893412,204.0,242.0,38.0
random,4537,5890,411610.3478015063,2760082.3416417483,306.0,10262.598066616594,300.0,334.0,34.0
random,4538,207,429230.7937257082,2746221.685417559,553.0,2077.5814755941424,546.0,573.0,27.0
random,4539,5681,419772.02500397223,2759543.26450704,364.0,3490.632815798537,334.0,368.0,34.0
random,4540,5499,420163.7265650525,2759037.5218553236,339.0,16586.28071070063,271.0,379.0,108.0
random,4541,2437,403828.33760644274,2753430.889644715,241.0,1703.2758474985396,230.0,253.0,23.0
random,4542,4370,419488.1848441265,2757265.2983444184,399.0,2297.4949125270205,388.0,416.0,28.0
random,4543,5023,431714.1929610938,2758348.2694776664,523.0,2546.5877558239745,516.0,533.0,17.0
random,4544,5872,417361.55046225514,2760127.3484358443,231.0,1125.9264459046194,231.0,244.0,13.0
random,4545,3034,436504.89998282766,2754561.853447593,521.0,666.5259731039386,518.0,524.0,6.0
random,4546,5738,427840.35920137493,2759221.1286226576,527.0,73328.69187946139,425.0,557.0,132.0
random,4547,5052,421483.47814359673,2758309.740391079,387.0,2435.124341384535,372.0,428.0,56.0
random,4548,1229,409973.81049273623,2750507.0679580886,333.0,4774.810522847283,325.0,403.0,78.0
random,4549,1409,407244.36156511115,2751015.4348626058,194.0,8879.55277821576,189.0,258.0,69.0
random,4550,1719,431861.06548461434,2751860.8929786286,557.0,1629.0642717454489,546.0,564.0,18.0
random,4551,16,427199.217239847,2743474.1081707226,417.0,3492.9912455719113,410.0,471.0,61.0
random,4552,2182,407958.5673100997,2752885.7764382125,189.0,10347.85130336233,187.0,238.0,51.0
random,4553,4630,433155.9980700018,2757709.544050675,534.0,7344.43609245257,510.0,539.0,29.0
random,4554,2516,403365.97382050497,2753583.478580546,230.0,669.1260455641432,224.0,231.0,7.0
random,4555,3461,429292.949442357,2755369.55482126,640.0,1705.1562608636916,643.0,654.0,11.0
random,4556,3638,434730.78976914077,2755749.4076792076,486.0,812.8322709179432,486.0,491.0,5.0
random,4557,3870,418680.9985579654,2756323.5199377164,485.0,330.7042166819381,485.0,492.0,7.0
random,4558,3439,429189.6288761817,2755365.916005961,649.0,477.52730963957674,647.0,649.0,2.0
random,4559,2809,408141.8542973717,2754156.9858398405,251.0,179.86740699445843,245.0,245.0,0.0
random,4560,4067,425858.0691853896,2756763.7855040524,546.0,13141.078192483426,448.0,560.0,112.0
random,4561,611,430030.55791317625,2748487.3178263376,451.0,1911.3125604786185,451.0,460.0,9.0
random,4562,2734,419007.87250174046,2753995.947230862,462.0,1416.019556622841,436.0,462.0,26.0
random,4563,4196,417131.68246091524,2756930.5909331716,402.0,1765.2441022992903,390.0,415.0,25.0
random,4564,4965,413971.77347698354,2758243.311251622,247.0,2201.3977971525514,246.0,261.0,15.0
random,4565,6723,397469.46180347115,2793453.284505459,649.0,2054.1268589800184,617.0,649.0,32.0
random,4566,3893,415138.85098846874,2756292.533068174,281.0,9888.383043732212,268.0,308.0,40.0
random,4567,5467,415435.64216917165,2759007.7998127285,231.0,8484.587813987773,225.0,275.0,50.0
random,4568,3338,409307.99021665356,2755150.0777162528,212.0,4417.121726325442,192.0,216.0,24.0
random,4569,1545,413161.2050500245,2751450.9091068725,292.0,857.6197185318632,286.0,300.0,14.0
random,4570,1490,405838.0948538155,2751218.7559418683,235.0,7866.606129646524,229.0,252.0,23.0
random,4571,5545,428257.2180578932,2759210.9558379534,510.0,657.6911779877113,513.0,514.0,1.0
random,4572,417,421802.776436416,2747553.1746234563,480.0,3065.5974854778856,459.0,496.0,37.0
random,4573,4020,422267.256598363,2756661.2216876685,440.0,823.8368763944882,436.0,442.0,6.0
random,4574,5782,419313.7080293057,2759854.4851542693,302.0,920.7602080375027,296.0,311.0,15.0
random,4575,663,424009.4390478876,2748604.670902203,598.0,5583.457090222216,566.0,611.0,45.0
random,4576,3107,414306.56619613536,2754687.929801555,276.0,1421.3902320219663,250.0,285.0,35.0
random,4577,3782,418458.32134399406,2756066.140013729,467.0,2626.384743803815,458.0,472.0,14.0
random,4578,3720,410556.6612162402,2755989.2177961306,204.0,912.3573706620226,204.0,213.0,9.0
random,4579,2806,403011.39790669293,2754129.5513323536,246.0,12000.183056984872,241.0,276.0,35.0
random,4580,2338,407212.453000704,2753291.655098008,287.0,1257.6304036171841,268.0,289.0,21.0
random,4581,2284,405286.11568582075,2753104.857056407,302.0,8114.041437785382,279.0,320.0,41.0
random,4582,2612,406939.7743852561,2753745.4714337965,242.0,4464.323342187069,224.0,264.0,40.0
random,4583,4716,412781.6860490805,2757803.6576380455,231.0,3869.0858259701145,230.0,241.0,11.0
random,4584,3660,433450.74101756955,2755783.130539865,509.0,4029.701044585999,498.0,509.0,11.0
random,4585,4701,433558.4693701802,2757838.0251900842,549.0,389.8550944127943,549.0,549.0,0.0
random,4586,900,413147.01181401545,2749401.80799902,359.0,1933.4220086731352,351.0,374.0,23.0
random,4587,1169,428351.12744100153,2750272.428623723,649.0,3007.807629197665,641.0,677.0,36.0
random,4588,1187,406732.37849197193,2750294.1420620196,217.0,6904.114922893412,204.0,242.0,38.0
random,4589,2316,405124.7736981267,2753216.183040835,303.0,2893.8649601336333,275.0,317.0,42.0
random,4590,3493,415753.50554290833,2755467.0265974705,453.0,1387.9492912140013,439.0,461.0,22.0
random,4591,4580,415929.86842431145,2757691.2338566794,276.0,356.8055433784655,270.0,276.0,6.0
random,4592,779,412285.3266036463,2748927.956499463,329.0,1929.4240981804821,325.0,359.0,34.0
random,4593,5693,420594.2553837598,2759571.331504775,435.0,1818.184828974692,408.0,441.0,33.0
random,4594,5901,417287.8362400076,2760187.9118463174,243.0,2720.5966923177566,242.0,264.0,22.0
random,4595,4196,417176.99520349223,2756959.7817720626,390.0,1765.2441022992903,390.0,415.0,25.0
random,4596,3251,417208.510742332,2754989.6387328804,532.0,1894.5109549780725,510.0,532.0,22.0
random,4597,3916,430367.1861277072,2756379.2474333243,512.0,8622.676199748046,509.0,546.0,37.0
random,4598,6071,417288.65328438045,2760821.4871889553,312.0,15937.926134461373,263.0,337.0,74.0
random,4599,2202,406528.9137597069,2752860.8811740535,244.0,4775.579005730686,244.0,293.0,49.0
random,4600,2345,404145.7959812055,2753269.4303169344,240.0,1793.234843139286,240.0,263.0,23.0
random,4601,316,424819.95612562186,2747041.0719968104,528.0,2771.611703215441,525.0,536.0,11.0
random,4602,4259,425639.51019380376,2756988.7392399167,445.0,4370.44121188639,441.0,474.0,33.0
random,4603,3516,418897.3497078895,2755375.7982852543,520.0,9551.920644289423,486.0,568.0,82.0
random,4604,2829,415626.89371375745,2754113.0709705944,405.0,6740.731468993719,393.0,454.0,61.0
random,4605,995,405597.3328109688,2749591.5576619846,217.0,4574.961445494386,217.0,264.0,47.0
random,4606,5228,415332.63352161454,2758630.168880367,242.0,1112.8677415524903,231.0,248.0,17.0
random,4607,3457,410693.2355600956,2755350.3656968335,286.0,2023.0520163126203,248.0,302.0,54.0
random,4608,4881,425079.4034119233,2758054.245272818,438.0,6686.973104796944,427.0,458.0,31.0
random,4609,2614,402825.42491833324,2753791.4826737414,250.0,745.4213868163647,241.0,254.0,13.0
random,4610,3290,417274.551231213,2755061.3171251756,554.0,541.0671360236969,540.0,552.0,12.0
random,4611,599,430423.1694755654,2748393.9345883094,429.0,5457.16466674979,417.0,464.0,47.0
random,4612,3490,413655.9648609811,2755336.8022062313,331.0,5312.280532825038,305.0,348.0,43.0
random,4613,2445,404005.000957519,2753447.5531406216,233.0,1489.854464804528,232.0,247.0,15.0
random,4614,1725,406039.16854567145,2751860.309941155,253.0,2120.003817413961,250.0,255.0,5.0
random,4615,4046,420009.7439492558,2756697.9029475288,373.0,2113.1886669145842,364.0,391.0,27.0
random,4616,942,406469.4945095562,2749493.307578757,212.0,5629.633563581948,180.0,220.0,40.0
random,4617,1016,427309.6797277853,2749764.0879806527,845.0,1418.4279024363577,845.0,859.0,14.0
random,4618,1750,430867.3813277002,2751906.6081479685,466.0,7502.540449601888,450.0,470.0,20.0
random,4619,4995,433842.5139585629,2758294.181174873,600.0,1667.8277274865989,596.0,612.0,16.0
random,4620,1610,408612.44936689694,2751595.8788036983,190.0,3329.159897513416,190.0,237.0,47.0
random,4621,5406,417285.3212307128,2758938.28594291,289.0,756.7764737899892,284.0,293.0,9.0
random,4622,2639,414152.246030243,2753821.9727728283,306.0,1036.0073022131123,301.0,310.0,9.0
random,4623,2058,403963.51078071335,2752750.6556300325,207.0,1946.4458470000977,203.0,214.0,11.0
random,4624,1533,407679.32064731815,2751131.78199712,206.0,26678.33683220541,194.0,279.0,85.0
random,4625,5460,417747.0187173444,2759020.4611536264,318.0,281.375695009569,321.0,321.0,0.0
random,4626,3264,430892.59656190063,2755001.2473408296,499.0,7501.405607856666,493.0,535.0,42.0
random,4627,4923,416336.40333505097,2758191.131089855,221.0,207.03462403876196,221.0,221.0,0.0
random,4628,4209,418389.65151723044,2756960.694808225,311.0,1563.901666534383,302.0,330.0,28.0
random,4629,836,432436.5145464641,2749106.872176786,487.0,4596.77004398663,479.0,501.0,22.0
random,4630,1984,408633.1347707009,2752536.025404503,304.0,8811.938819064108,258.0,325.0,67.0
random,4631,408,421604.2527215952,2747528.465514549,451.0,967.4075625093994,425.0,456.0,31.0
random,4632,5622,408929.147380322,2759359.0583730573,357.0,2979.89626301165,342.0,361.0,19.0
random,4633,4680,419863.4690581016,2757781.7962618098,321.0,2242.5496744628385,313.0,358.0,45.0
random,4634,4126,410733.8156306818,2756857.2596708704,274.0,697.9854780889822,262.0,275.0,13.0
random,4635,6197,426523.4968849769,2762709.5189047493,734.0,2242.7185248041037,683.0,759.0,76.0
random,4636,4885,410846.5585847479,2758123.678243761,248.0,2066.8454206439374,226.0,246.0,20.0
random,4637,516,422730.3299737887,2748144.5399244316,448.0,1598.0455431875655,429.0,452.0,23.0
random,4638,1294,407951.75939905184,2750692.0407818854,204.0,1993.9807978438187,182.0,204.0,22.0
random,4639,5738,427924.359950922,2759529.5729974834,443.0,73328.69187946139,425.0,557.0,132.0
random,4640,1889,405518.571478369,2752369.8872495904,305.0,1667.7422052879692,298.0,311.0,13.0
random,4641,5467,415344.85710064025,2758975.429083436,264.0,8484.587813987773,225.0,275.0,50.0
random,4642,1903,405384.4280879151,2752378.3844884187,267.0,7662.7201597572,258.0,299.0,41.0
random,4643,3271,417162.1978905214,2755027.3524376345,542.0,525.3193316968108,536.0,552.0,16.0
random,4644,2999,408536.719977437,2754344.876456833,231.0,14970.353531859035,217.0,262.0,45.0
